landmark index,distance to wrist
1,0.13618139075185623
2,0.26259352132921104
3,0.3731589504170588
4,0.4500438445887032
5,0.26280625336496505
6,0.2872147446004201
7,0.2481606868351081
8,0.2127769539144954
9,0.24520339228269952
10,0.27851798519944
11,0.24663991219507267
12,0.21133918852313402
